chr	start	end	strand	transcript_id	gene_name	TSS
chr12	53858252	53858841	+	NR_109828	PCBP2-OT1	53858252
chr12	53873453	53893242	-	NM_006301	MAP3K12	53893242
chr12	53873453	53893242	-	NM_001193511	MAP3K12	53893242
chr12	53894705	53900215	+	NM_004178	TARBP2	53894705
chr12	53895067	53900215	+	NM_134323	TARBP2	53895067
chr12	53895370	53900215	+	NM_134324	TARBP2	53895370
chr12	53900472	54020166	-	NM_001366560	ATF7-NPFF	54020166
chr12	53900472	54020166	-	NR_159377	ATF7-NPFF	54020166
chr12	53900472	54020166	-	NM_001366559	ATF7-NPFF	54020166
chr12	53900472	53901268	-	NM_003717	NPFF	53901268
chr12	53900472	53901268	-	NM_001320296	NPFF	53901268
chr12	53901640	54020166	-	NR_073163	ATF7	54020166
chr12	53905838	54019774	-	NM_001366556	ATF7	54019774
chr12	53905838	54020166	-	NM_001130060	ATF7	54020166
chr12	53905838	54020166	-	NM_001366555	ATF7	54020166
chr12	53905838	54020166	-	NM_006856	ATF7	54020166
chr12	53905838	54020166	-	NM_001366561	ATF7	54020166
chr12	53905838	54019774	-	NM_001366558	ATF7	54019774
chr12	53907768	53911392	+	NR_046221	LOC100652999	53907768
chr12	53936669	54020199	-	NM_001206682	ATF7	54020199
chr12	53936669	54019780	-	NM_001206683	ATF7	54019780
chr12	53936692	54019774	-	NM_001366563	ATF7	54019774
chr12	53936692	54019774	-	NM_001366562	ATF7	54019774
chr12	54058944	54069203	-	NM_001330269	ATP5MC2	54069203
chr12	54058954	54069867	-	NM_005176	ATP5MC2	54069867
chr12	54058954	54069867	-	NM_001369756	ATP5MC2	54069867
chr12	54058954	54070114	-	NM_001369755	ATP5MC2	54070114
chr12	54058954	54070114	-	NM_001002031	ATP5MC2	54070114
chr12	54058954	54069867	-	NM_001369753	ATP5MC2	54069867
chr12	54058954	54069867	-	NM_001369758	ATP5MC2	54069867
chr12	54058954	54069867	-	NM_001369757	ATP5MC2	54069867
chr12	54058954	54070114	-	NM_001369754	ATP5MC2	54070114
chr12	54058954	54069867	-	NR_163135	ATP5MC2	54069867
chr12	54058954	54069867	-	NR_163136	ATP5MC2	54069867
chr12	54058954	54069867	-	NR_163137	ATP5MC2	54069867
chr12	54102302	54121236	-	NM_020898	CALCOCO1	54121236
chr12	54102302	54121236	-	NR_026554	CALCOCO1	54121236
chr12	54102302	54121236	-	NM_001143682	CALCOCO1	54121236
chr12	54144231	54145619	-	NR_104333	CISTR	54145619
chr12	54144231	54150818	-	NR_104332	CISTR	54150818
chr12	54329112	54333427	-	NR_047507	HOXC13-AS	54333427
chr12	54332615	54340328	+	NM_017410	HOXC13	54332615
chr12	54348687	54352740	+	NM_173860	HOXC12	54348687
chr12	54356092	54362698	-	NR_047518	HOTAIR	54362698
chr12	54356092	54368740	-	NR_047517	HOTAIR	54368740
chr12	54356092	54362540	-	NR_003716	HOTAIR	54362540
chr12	54366910	54371427	+	NM_014212	HOXC11	54366910
chr12	54377735	54379303	-	NR_047506	HOXC-AS3	54379303
chr12	54378930	54384062	+	NM_017409	HOXC10	54378930
chr12	54385522	54385631	+	NR_029617	MIR196A2	54385522
chr12	54388992	54390569	-	NR_047505	HOXC-AS2	54390569
chr12	54392806	54393794	-	NR_047504	HOXC-AS1	54393794
chr12	54393945	54397120	+	NM_006897	HOXC9	54393945
chr12	54402769	54406553	+	NM_022658	HOXC8	54402769
chr12	54410672	54449814	+	NM_014620	HOXC4	54410672
chr12	54410672	54429144	+	NR_003084	HOXC5	54410672
chr12	54410672	54424607	+	NM_153693	HOXC6	54410672
chr12	54422224	54424607	+	NM_004503	HOXC6	54422224
chr12	54426832	54429144	+	NM_018953	HOXC5	54426832
chr12	54427734	54427829	+	NR_030753	MIR615	54427734
chr12	54447619	54449814	+	NM_153633	HOXC4	54447619
chr12	54452038	54516018	+	NR_026655	FLJ12825	54452038
chr12	54472623	54475607	-	NR_026658	LOC100240735	54475607
chr12	54495993	54496483	+	NR_026657	LOC100240734	54495993
chr12	54519855	54526626	+	NR_026656	LINC02381	54519855
chr12	54574142	54582778	-	NM_014311	SMUG1	54582778
chr12	54574142	54582741	-	NM_001351250	SMUG1	54582741
chr12	54574142	54582741	-	NM_001351249	SMUG1	54582741
chr12	54574142	54582741	-	NM_001351248	SMUG1	54582741
chr12	54574142	54582741	-	NM_001351247	SMUG1	54582741
chr12	54574142	54582778	-	NM_001351242	SMUG1	54582778
chr12	54574142	54582741	-	NM_001351246	SMUG1	54582741
chr12	54574142	54582778	-	NM_001351262	SMUG1	54582778
chr12	54574142	54582778	-	NM_001243788	SMUG1	54582778
chr12	54574142	54582778	-	NM_001243787	SMUG1	54582778
chr12	54574142	54582741	-	NM_001351251	SMUG1	54582741
chr12	54574142	54582741	-	NM_001351257	SMUG1	54582741
chr12	54574142	54582741	-	NM_001351256	SMUG1	54582741
chr12	54574142	54582741	-	NM_001351255	SMUG1	54582741
chr12	54574142	54582741	-	NM_001351254	SMUG1	54582741
chr12	54574142	54582741	-	NM_001351253	SMUG1	54582741
chr12	54574142	54582741	-	NM_001351252	SMUG1	54582741
chr12	54574142	54582778	-	NM_001351260	SMUG1	54582778
chr12	54574142	54582778	-	NM_001351259	SMUG1	54582778
chr12	54574142	54582778	-	NM_001351245	SMUG1	54582778
chr12	54574142	54582778	-	NM_001351244	SMUG1	54582778
chr12	54574142	54582778	-	NM_001351243	SMUG1	54582778
chr12	54574150	54582769	-	NM_001243789	SMUG1	54582769
chr12	54574150	54582769	-	NM_001243790	SMUG1	54582769
chr12	54574150	54582769	-	NM_001351239	SMUG1	54582769
chr12	54574150	54582769	-	NM_001351238	SMUG1	54582769
chr12	54574150	54582769	-	NM_001351237	SMUG1	54582769
chr12	54574150	54582769	-	NM_001243791	SMUG1	54582769
chr12	54574150	54582769	-	NM_001351258	SMUG1	54582769
chr12	54574150	54582769	-	NM_001351241	SMUG1	54582769
chr12	54574150	54582769	-	NM_001351240	SMUG1	54582769
chr12	54575239	54582769	-	NM_001351261	SMUG1	54582769
chr12	54624726	54673906	-	NM_012117	CBX5	54673906
chr12	54624730	54653370	-	NM_001127321	CBX5	54653370
chr12	54624730	54653329	-	NM_001127322	CBX5	54653329
chr12	54625181	54625260	-	NR_039851	MIR3198-2	54625260
chr12	54656399	54672846	+	NR_157844	SCAT2	54656399
chr12	54674510	54680871	+	NR_135167	HNRNPA1	54674510
chr12	54674510	54680871	+	NM_031157	HNRNPA1	54674510
chr12	54674510	54680871	+	NM_002136	HNRNPA1	54674510
chr12	54685891	54689563	-	NM_006163	NFE2	54689563
chr12	54685891	54694821	-	NM_001261461	NFE2	54694821
chr12	54685895	54694799	-	NM_001136023	NFE2	54694799
chr12	54718915	54745629	+	NM_001271736	COPZ1	54718915
chr12	54718915	54745629	+	NM_016057	COPZ1	54718915
chr12	54718915	54745629	+	NM_001271735	COPZ1	54718915
chr12	54718915	54745629	+	NM_001271734	COPZ1	54718915
chr12	54718915	54745629	+	NR_073424	COPZ1	54718915
chr12	54731000	54731098	+	NR_029894	MIR148B	54731000
chr12	54747475	54860814	+	NR_120486	LOC102724050	54747475
chr12	54747475	54860814	+	NR_120487	LOC102724050	54747475
chr12	54756229	54758270	-	NM_020370	GPR84	54758270
chr12	54762920	54785082	-	NM_001130967	ZNF385A	54785082
chr12	54762920	54785082	-	NM_001130968	ZNF385A	54785082
chr12	54762920	54779563	-	NM_001290002	ZNF385A	54779563
chr12	54762920	54778517	-	NM_001290001	ZNF385A	54778517
chr12	54762920	54779563	-	NM_001290004	ZNF385A	54779563
chr12	54762920	54778517	-	NM_015481	ZNF385A	54778517
chr12	54789045	54813050	-	NM_002205	ITGA5	54813050
chr12	54813569	54830891	+	NR_120488	LOC102724050	54813569
chr12	54849741	54867386	-	NM_144594	GTSF1	54867386
chr12	54891536	54942027	+	NM_005337	NCKAP1L	54891536
chr12	54892562	54942027	+	NM_001184976	NCKAP1L	54892562
chr12	54943177	54973023	+	NM_001288768	PDE1B	54943177
chr12	54943385	54973023	+	NM_000924	PDE1B	54943385
chr12	54943864	54973023	+	NM_001288769	PDE1B	54943864
chr12	54955249	54973023	+	NM_001165975	PDE1B	54955249
chr12	54955249	54973023	+	NM_001315535	PDE1B	54955249
chr12	54955249	54973023	+	NM_001315534	PDE1B	54955249
chr12	54973030	54982443	-	NM_006741	PPP1R1A	54982443
chr12	55001971	55004246	-	NR_003039	GLYCAM1	55004246
chr12	55024595	55028679	-	NM_033277	LACRT	55028679
chr12	55038373	55042149	-	NM_001300854	DCD	55042149
chr12	55038373	55042149	-	NM_053283	DCD	55042149
chr12	55248300	55252171	+	NM_058173	MUCL1	55248300
chr12	55341800	55378546	-	NM_001351149	TESPA1	55378546
chr12	55341800	55378546	-	NR_147063	TESPA1	55378546
chr12	55341800	55378546	-	NR_147062	TESPA1	55378546
chr12	55341800	55378546	-	NM_001136030	TESPA1	55378546
chr12	55341800	55375715	-	NM_001098815	TESPA1	55375715
chr12	55342087	55367516	-	NM_001261844	TESPA1	55367516
chr12	55342087	55367516	-	NM_001351148	TESPA1	55367516
chr12	55342087	55367516	-	NM_001351150	TESPA1	55367516
chr12	55342087	55367516	-	NM_001351151	TESPA1	55367516
chr12	55342087	55367516	-	NM_001351152	TESPA1	55367516
chr12	55342087	55367516	-	NM_001351153	TESPA1	55367516
chr12	55342087	55367516	-	NM_001351154	TESPA1	55367516
chr12	55342087	55367516	-	NM_001351155	TESPA1	55367516
chr12	55342087	55367516	-	NM_014796	TESPA1	55367516
chr12	55342087	55367516	-	NR_147065	TESPA1	55367516
chr12	55342087	55367516	-	NR_147066	TESPA1	55367516
chr12	55342087	55367516	-	NR_147067	TESPA1	55367516
chr12	55342087	55367516	-	NR_147068	TESPA1	55367516
chr12	55342087	55367516	-	NR_147069	TESPA1	55367516
chr12	55342087	55367516	-	NR_147070	TESPA1	55367516
chr12	55342087	55367516	-	NR_147071	TESPA1	55367516
chr12	55342087	55367516	-	NR_147072	TESPA1	55367516
chr12	55342087	55367516	-	NR_147073	TESPA1	55367516
chr12	55342087	55370847	-	NR_147064	TESPA1	55370847
chr12	55413758	55423801	+	NM_021191	NEUROD4	55413758
chr12	55523553	55524560	+	NM_001005243	OR9K2	55523553
chr12	55614809	55615759	+	NM_001005280	OR10A7	55614809
chr12	55641072	55642010	+	NM_001005490	OR6C74	55641072
chr12	55688072	55689016	-	NM_001005493	OR6C6	55689016
chr12	55714384	55715322	+	NM_001005182	OR6C1	55714384
chr12	55725485	55726420	+	NM_054104	OR6C3	55725485
chr12	55758895	55759833	+	NM_001005497	OR6C75	55758895
chr12	55794313	55795251	+	NM_001005518	OR6C65	55794313
chr12	55820038	55820976	+	NM_001005183	OR6C76	55820038
chr12	55845998	55846936	+	NM_054105	OR6C2	55845998
chr12	55862984	55863922	-	NM_001005499	OR6C70	55863922
chr12	55886162	55887100	+	NM_001005519	OR6C68	55886162
chr12	55945011	55945940	+	NM_001005494	OR6C4	55945011
chr12	55968199	55969128	+	NM_001258285	OR2AP1	55968199
chr12	56030676	56031617	+	NM_206899	OR10P1	56030676
chr12	56075520	56078394	+	NM_152637	METTL7B	56075520
chr12	56078354	56101688	-	NM_001367994	ITGA7	56101688
chr12	56078354	56101688	-	NM_001144996	ITGA7	56101688
chr12	56078354	56106192	-	NM_001367993	ITGA7	56106192
chr12	56078354	56101688	-	NM_002206	ITGA7	56101688
chr12	56078354	56101688	-	NM_001374465	ITGA7	56101688
chr12	56078354	56106089	-	NM_001144997	ITGA7	56106089
chr12	56109818	56118526	+	NR_037658	BLOC1S1-RDH5	56109818
chr12	56109818	56113491	+	NR_037655	BLOC1S1	56109818
chr12	56109818	56113491	+	NM_001487	BLOC1S1	56109818
chr12	56110076	56113491	+	NR_037657	BLOC1S1	56110076
chr12	56110076	56113491	+	NR_037656	BLOC1S1	56110076
chr12	56114177	56118526	+	NM_001199771	RDH5	56114177
chr12	56114177	56118526	+	NM_002905	RDH5	56114177
chr12	56119227	56122761	-	NM_001267698	CD63	56122761
chr12	56119227	56122922	-	NM_001780	CD63	56122922
chr12	56119227	56121684	-	NM_001257400	CD63	56121684
chr12	56119227	56122434	-	NM_001257390	CD63	56122434
chr12	56119227	56123457	-	NM_001257389	CD63	56123457
chr12	56119227	56122136	-	NM_001257392	CD63	56122136
chr12	56119227	56121572	-	NM_001257401	CD63	56121572
chr12	56119227	56122266	-	NM_001257391	CD63	56122266
chr12	56136906	56151048	+	NM_005811	GDF11	56136906
chr12	56146247	56211540	-	NR_026722	SARNP	56211540
chr12	56146247	56211540	-	NR_026723	SARNP	56211540
chr12	56151054	56211508	-	NM_033082	SARNP	56211508
chr12	56211825	56215663	+	NM_014182	ORMDL2	56211825
chr12	56214744	56223420	-	NM_032364	DNAJC14	56223420
chr12	56223392	56230030	+	NR_036476	TMEM198B	56223392
chr12	56223392	56230030	+	NR_036477	TMEM198B	56223392
chr12	56223392	56230030	+	NR_036478	TMEM198B	56223392
chr12	56223392	56230030	+	NR_036479	TMEM198B	56223392
chr12	56229220	56236720	-	NM_002429	MMP19	56236720
chr12	56229220	56236720	-	NM_001272101	MMP19	56236720
chr12	56229220	56236720	-	NR_073606	MMP19	56236720
chr12	56295197	56320909	-	NM_001143853	PYM1	56320909
chr12	56295197	56321678	-	NM_032345	PYM1	56321678
chr12	56324946	56347807	+	NM_001345	DGKA	56324946
chr12	56325812	56347807	+	NM_201554	DGKA	56325812
chr12	56325812	56347807	+	NM_001351034	DGKA	56325812
chr12	56325812	56347807	+	NM_001351033	DGKA	56325812
chr12	56325812	56347807	+	NM_001351038	DGKA	56325812
chr12	56325812	56347807	+	NM_001351039	DGKA	56325812
chr12	56325812	56347807	+	NR_147027	DGKA	56325812
chr12	56325812	56347807	+	NM_001351036	DGKA	56325812
chr12	56325812	56347807	+	NR_147026	DGKA	56325812
chr12	56325812	56347807	+	NM_001351040	DGKA	56325812
chr12	56325812	56347807	+	NM_201445	DGKA	56325812
chr12	56325812	56347807	+	NM_201444	DGKA	56325812
chr12	56329618	56347807	+	NM_001351035	DGKA	56329618
chr12	56329792	56347807	+	NM_001351037	DGKA	56329792
chr12	56347889	56359846	-	NM_001320121	PMEL	56359846
chr12	56347889	56360496	-	NM_006928	PMEL	56360496
chr12	56347889	56359846	-	NM_001320122	PMEL	56359846
chr12	56347889	56359846	-	NM_001200053	PMEL	56359846
chr12	56347889	56359846	-	NM_001200054	PMEL	56359846
chr12	56360614	56366573	+	NM_001290230	CDK2	56360614
chr12	56360614	56366573	+	NM_052827	CDK2	56360614
chr12	56360614	56366573	+	NM_001798	CDK2	56360614
chr12	56367697	56390467	+	NM_001252036	RAB5B	56367697
chr12	56367795	56390467	+	NM_001252037	RAB5B	56367795
chr12	56367862	56390467	+	NM_002868	RAB5B	56367862
chr12	56391060	56399309	+	NM_000456	SUOX	56391060
chr12	56391060	56399309	+	NM_001032387	SUOX	56391060
chr12	56391060	56399309	+	NM_001032386	SUOX	56391060
chr12	56401288	56432219	+	NM_001351091	IKZF4	56401288
chr12	56401288	56432219	+	NM_001351089	IKZF4	56401288
chr12	56403876	56418875	-	NR_135023	LOC105369781	56418875
chr12	56414689	56432219	+	NM_001351090	IKZF4	56414689
chr12	56414827	56432219	+	NM_022465	IKZF4	56414827
chr12	56414827	56432219	+	NM_001351092	IKZF4	56414827
chr12	56435702	56438481	+	NM_001029	RPS26	56435702
chr12	56473809	56497291	+	NM_001982	ERBB3	56473809
chr12	56473892	56479401	+	NM_001005915	ERBB3	56473892
chr12	56498343	56507694	+	NM_006191	PA2G4	56498343
chr12	56510417	56511751	+	NM_021104	RPL41	56510417
chr12	56510417	56511751	+	NM_001035267	RPL41	56510417
chr12	56512050	56521298	+	NM_032786	ZC3H10	56512050
chr12	56512050	56521298	+	NM_001303124	ZC3H10	56512050
chr12	56512201	56521298	+	NM_001303125	ZC3H10	56512201
chr12	56521986	56538460	+	NM_001184796	ESYT1	56521986
chr12	56521986	56538460	+	NM_015292	ESYT1	56521986
chr12	56546371	56551766	+	NM_001199629	MYL6B	56546371
chr12	56546371	56551766	+	NM_002475	MYL6B	56546371
chr12	56552143	56555363	+	NM_079423	MYL6	56552143
chr12	56552143	56555363	+	NM_021019	MYL6	56552143
chr12	56556143	56583267	-	NM_001130420	SMARCC2	56583267
chr12	56556143	56583267	-	NM_001330288	SMARCC2	56583267
chr12	56556143	56583267	-	NM_003075	SMARCC2	56583267
chr12	56556143	56583267	-	NM_139067	SMARCC2	56583267
chr12	56595963	56615706	-	NM_194358	RNF41	56615706
chr12	56595963	56615706	-	NR_040053	RNF41	56615706
chr12	56595963	56615706	-	NM_005785	RNF41	56615706
chr12	56596288	56615485	-	NM_001242826	RNF41	56615485
chr12	56596288	56615753	-	NM_194359	RNF41	56615753
chr12	56618126	56623638	+	NM_024068	NABP2	56618126
chr12	56623835	56631629	+	NM_173596	SLC39A5	56623835
chr12	56624501	56631629	+	NM_001135195	SLC39A5	56624501
chr12	56631591	56652168	-	NM_173595	ANKRD52	56652168
chr12	56660726	56664750	+	NM_144576	COQ10A	56660726
chr12	56661110	56664750	+	NM_001099337	COQ10A	56661110
chr12	56665483	56694114	-	NM_004077	CS	56694114
chr12	56703628	56709772	-	NM_014255	CNPY2	56709772
chr12	56708258	56710132	-	NM_001190991	CNPY2	56710132
chr12	56710007	56727784	-	NM_001166279	PAN2	56727784
chr12	56710007	56727502	-	NM_001127460	PAN2	56727502
chr12	56710007	56727784	-	NM_014871	PAN2	56727784
chr12	56732668	56734194	+	NM_016584	IL23A	56732668
chr12	56735382	56753891	-	NM_198332	STAT2	56753891
chr12	56735382	56753891	-	NM_005419	STAT2	56753891
chr12	56754352	56756641	-	NM_001638	APOF	56756641
chr12	56810147	56843210	-	NM_001330295	TIMELESS	56843210
chr12	56810147	56843210	-	NM_003920	TIMELESS	56843210
chr12	56810147	56843210	-	NR_138471	TIMELESS	56843210
chr12	56843286	56848441	-	NM_012064	MIP	56848441
chr12	56862362	56873492	+	NM_207344	SPRYD4	56862362
chr12	56864728	56882198	-	NM_001280797	GLS2	56882198
chr12	56864728	56882198	-	NM_001280798	GLS2	56882198
chr12	56864736	56881945	-	NM_013267	GLS2	56881945
chr12	56864736	56881945	-	NM_001280796	GLS2	56881945
chr12	56906649	56906764	+	NR_132789	SNORA105C	56906649
chr12	56915604	56989976	+	NM_002898	RBMS2	56915604
chr12	56989380	57024110	-	NM_001300905	BAZ2A	57024110
chr12	56989380	57030143	-	NM_013449	BAZ2A	57030143
chr12	56989380	57030143	-	NM_001351156	BAZ2A	57030143
chr12	57031959	57039768	-	NM_001686	ATP5F1B	57039768
chr12	57037464	57037538	-	NR_003046	SNORD59B	57037538
chr12	57038811	57038885	-	NR_002737	SNORD59A	57038885
chr12	57057125	57082192	-	NM_001282604	PTGES3	57082192
chr12	57057134	57082068	-	NR_104219	PTGES3	57082068
chr12	57057134	57082068	-	NM_006601	PTGES3	57082068
chr12	57057134	57082068	-	NM_001282602	PTGES3	57082068
chr12	57057134	57082068	-	NM_001282601	PTGES3	57082068
chr12	57057134	57082068	-	NM_001282603	PTGES3	57082068
chr12	57057134	57082068	-	NM_001282605	PTGES3	57082068
chr12	57106211	57119083	-	NM_001113201	NACA	57119083
chr12	57106211	57119083	-	NM_001113202	NACA	57119083
chr12	57106211	57119083	-	NM_001365896	NACA	57119083
chr12	57106211	57119083	-	NM_005594	NACA	57119083
chr12	57106211	57119083	-	NM_001113203	NACA	57119083
chr12	57106211	57119083	-	NM_001320194	NACA	57119083
chr12	57106211	57119083	-	NM_001320193	NACA	57119083
chr12	57125364	57146107	-	NM_000946	PRIM1	57146107
chr12	57157108	57181574	+	NM_003725	HSD17B6	57157108
chr12	57316917	57328192	-	NM_148897	SDR9C7	57328192
chr12	57345215	57353158	-	NM_003708	RDH16	57353158
chr12	57345215	57353158	-	NM_001320108	RDH16	57353158
chr12	57388276	57392231	+	NM_007264	GPR182	57388276
chr12	57392620	57400330	-	NM_014830	ZBTB39	57400330
chr12	57403784	57410313	-	NR_033654	TAC3	57410313
chr12	57403784	57410313	-	NR_135164	TAC3	57410313
chr12	57403784	57410313	-	NM_013251	TAC3	57410313
chr12	57403784	57410313	-	NM_001178054	TAC3	57410313
chr12	57403784	57410313	-	NR_135165	TAC3	57410313
chr12	57403784	57410313	-	NR_135166	TAC3	57410313
chr12	57422301	57444982	-	NM_001256041	MYO1A	57444982
chr12	57422301	57443913	-	NM_005379	MYO1A	57443913
chr12	57449426	57472574	-	NM_015257	NEMP1	57472574
chr12	57449426	57472574	-	NM_001130963	NEMP1	57472574
chr12	57482897	57489259	+	NM_001330305	NAB2	57482897
chr12	57482897	57489259	+	NM_005967	NAB2	57482897
chr12	57489193	57505145	-	NM_001178080	STAT6	57505145
chr12	57489193	57505145	-	NR_033659	STAT6	57505145
chr12	57489193	57505145	-	NM_001178078	STAT6	57505145
chr12	57489193	57504072	-	NM_001178079	STAT6	57504072
chr12	57489193	57505145	-	NM_001178081	STAT6	57505145
chr12	57489193	57505145	-	NM_003153	STAT6	57505145
chr12	57522266	57607125	+	NM_002332	LRP1	57522266
chr12	57538403	57541402	-	NR_131938	LRP1-AS	57541402
chr12	57540273	57541402	-	NR_131939	LRP1-AS	57541402
chr12	57588287	57588359	+	NR_031597	MIR1228	57588287
chr12	57610577	57620232	+	NM_007224	NXPH4	57610577
chr12	57623494	57628718	+	NR_029417	SHMT2	57623494
chr12	57623494	57628718	+	NM_001166356	SHMT2	57623494
chr12	57623494	57628718	+	NM_005412	SHMT2	57623494
chr12	57623925	57628718	+	NR_029416	SHMT2	57623925
chr12	57623925	57628718	+	NM_001166358	SHMT2	57623925
chr12	57624111	57628718	+	NR_029415	SHMT2	57624111
chr12	57624111	57628718	+	NM_001166359	SHMT2	57624111
chr12	57624143	57628718	+	NM_001166357	SHMT2	57624143
chr12	57624149	57628718	+	NR_048562	SHMT2	57624149
chr12	57628686	57634475	-	NM_020142	NDUFA4L2	57634475
chr12	57637241	57644970	-	NR_104422	STAC3	57644970
chr12	57637241	57644970	-	NM_001286256	STAC3	57644970
chr12	57637241	57644970	-	NM_001286257	STAC3	57644970
chr12	57637241	57644970	-	NM_145064	STAC3	57644970
chr12	57647547	57735557	-	NM_001351215	R3HDM2	57735557
chr12	57647547	57824826	-	NM_001351218	R3HDM2	57824826
chr12	57647547	57824826	-	NM_001351207	R3HDM2	57824826
chr12	57647547	57824826	-	NM_001330123	R3HDM2	57824826
chr12	57647547	57735557	-	NM_001351209	R3HDM2	57735557
chr12	57647547	57736239	-	NM_001351214	R3HDM2	57736239
chr12	57647547	57824826	-	NM_001351204	R3HDM2	57824826
chr12	57647547	57824826	-	NM_001351211	R3HDM2	57824826
chr12	57647547	57824826	-	NM_014925	R3HDM2	57824826
chr12	57647547	57824826	-	NM_001330121	R3HDM2	57824826
chr12	57647547	57735557	-	NM_001330122	R3HDM2	57735557
chr12	57647547	57736239	-	NM_001351205	R3HDM2	57736239
chr12	57647547	57824826	-	NM_001351212	R3HDM2	57824826
chr12	57647547	57824826	-	NM_001351217	R3HDM2	57824826
chr12	57647547	57735557	-	NM_001351208	R3HDM2	57735557
chr12	57647547	57824826	-	NM_001351213	R3HDM2	57824826
chr12	57647547	57735557	-	NM_001351216	R3HDM2	57735557
chr12	57647547	57735557	-	NM_001351206	R3HDM2	57735557
chr12	57828567	57845845	+	NM_005538	INHBC	57828567
chr12	57849090	57851808	+	NM_031479	INHBE	57849090
chr12	57853568	57866047	+	NM_005269	GLI1	57853568
chr12	57853918	57866047	+	NM_001160045	GLI1	57853918
chr12	57853934	57866047	+	NM_001167609	GLI1	57853934
chr12	57866052	57882607	-	NM_001319850	ARHGAP9	57882607
chr12	57866052	57871650	-	NM_001367426	ARHGAP9	57871650
chr12	57866052	57873390	-	NM_001080157	ARHGAP9	57873390
chr12	57866052	57871650	-	NM_001080156	ARHGAP9	57871650
chr12	57866052	57871650	-	NM_001367425	ARHGAP9	57871650
chr12	57866052	57871650	-	NM_001319851	ARHGAP9	57871650
chr12	57866052	57873649	-	NM_032496	ARHGAP9	57873649
chr12	57866052	57871650	-	NM_001367424	ARHGAP9	57871650
chr12	57866052	57871650	-	NM_001319852	ARHGAP9	57871650
chr12	57866052	57871650	-	NM_001367422	ARHGAP9	57871650
chr12	57866052	57871650	-	NM_001367423	ARHGAP9	57871650
chr12	57881851	57910435	+	NM_004990	MARS1	57881851
chr12	57906471	57906533	+	NR_106816	MIR6758	57906471
chr12	57910371	57914300	-	NM_001195055	DDIT3	57914300
chr12	57910371	57914300	-	NM_001195056	DDIT3	57914300
chr12	57910371	57914300	-	NM_001195057	DDIT3	57914300
chr12	57910371	57914300	-	NM_001195054	DDIT3	57914300
chr12	57910371	57914300	-	NM_001195053	DDIT3	57914300
chr12	57910371	57914300	-	NM_004083	DDIT3	57914300
chr12	57912948	57913042	-	NR_030346	MIR616	57913042
chr12	57916607	57923931	+	NM_052897	MBD6	57916607
chr12	57923833	57941114	-	NR_145419	DCTN2	57941114
chr12	57923833	57941114	-	NM_001348067	DCTN2	57941114
chr12	57923833	57941114	-	NM_006400	DCTN2	57941114
chr12	57923833	57941114	-	NM_001261413	DCTN2	57941114
chr12	57923833	57941114	-	NM_001261412	DCTN2	57941114
chr12	57923833	57941114	-	NM_001348066	DCTN2	57941114
chr12	57923833	57940642	-	NM_001348065	DCTN2	57940642
chr12	57923833	57941114	-	NM_001348068	DCTN2	57941114
chr12	57943827	57980416	+	NM_004984	KIF5A	57943827
chr12	57943827	57980416	+	NM_001354705	KIF5A	57943827
chr12	57984975	57997200	+	NM_001146260	PIP4K2C	57984975
chr12	57984975	57997200	+	NM_001146259	PIP4K2C	57984975
chr12	57984975	57997200	+	NM_024779	PIP4K2C	57984975
chr12	57984975	57997200	+	NM_001146258	PIP4K2C	57984975
chr12	57998607	58003585	+	NM_001286246	DTX3	57998607
chr12	57998607	58003585	+	NM_001286245	DTX3	57998607
chr12	57998607	58003585	+	NM_178502	DTX3	57998607
chr12	58003899	58011028	+	NM_001111270	ARHGEF25	58003899
chr12	58005218	58011028	+	NR_046223	ARHGEF25	58005218
chr12	58005218	58011028	+	NM_182947	ARHGEF25	58005218
chr12	58005218	58011028	+	NM_001347933	ARHGEF25	58005218
chr12	58012188	58015686	-	NR_120450	LOC101927583	58015686
chr12	58013693	58019934	+	NM_133489	SLC26A10	58013693
chr12	58017192	58026984	-	NM_001478	B4GALNT1	58026984
chr12	58017192	58026462	-	NM_001276468	B4GALNT1	58026462
chr12	58023114	58027022	-	NM_001276469	B4GALNT1	58027022
chr12	58087738	58115340	+	NM_001261420	OS9	58087738
chr12	58087738	58115340	+	NM_001017956	OS9	58087738
chr12	58087738	58115340	+	NM_001261422	OS9	58087738
chr12	58087738	58115340	+	NM_001261421	OS9	58087738
chr12	58087738	58115340	+	NM_001261423	OS9	58087738
chr12	58087738	58115340	+	NM_001017958	OS9	58087738
chr12	58087738	58115340	+	NM_001017957	OS9	58087738
chr12	58087915	58115340	+	NM_006812	OS9	58087915
chr12	58117544	58135944	-	NM_014770	AGAP2	58135944
chr12	58118076	58132029	-	NM_001122772	AGAP2	58132029
chr12	58120023	58122139	+	NR_027032	AGAP2-AS1	58120023
chr12	58138822	58144002	+	NM_005981	TSPAN31	58138822
chr12	58138822	58144002	+	NM_001330169	TSPAN31	58138822
chr12	58138822	58144002	+	NM_001330168	TSPAN31	58138822
chr12	58141510	58146093	-	NM_000075	CDK4	58146093
chr12	58142401	58142465	-	NR_106817	MIR6759	58142465
chr12	58148886	58154194	+	NM_138396	MARCHF9	58148886
chr12	58156117	58160861	-	NM_000785	CYP27B1	58160861
chr12	58162254	58165888	-	NM_005371	METTL1	58165888
chr12	58162254	58165888	-	NM_023033	METTL1	58165888
